Time,BS,Energy,load,ESMODE,TXpower
20230106 220000,B_389,43.79671151,0.64323,0.0,6.87593423
20230106 230000,B_389,40.95665172,0.49903,0.0,6.87593423
20230107 030000,B_389,11.65919283,0.09143,0.794444444,6.87593423
20230107 050000,B_389,11.21076233,0.0085,2.0,6.87593423
20230107 200000,B_389,39.16292975,0.40795,0.0,6.87593423
20230101 010000,B_390,11.80866966,0.1436,0.0,6.128550075
20230101 020000,B_390,11.21076233,0.01181,1.916388889,6.128550075
20230101 030000,B_390,11.0612855,0.01297,1.893333333,6.128550075
20230101 040000,B_390,10.91180867,0.00972,1.950277778,6.128550075
20230101 060000,B_390,17.33931241,0.00877,1.976388889,6.128550075
20230101 070000,B_390,18.38565022,0.0827,0.001944445,6.128550075
20230101 080000,B_390,19.88041854,0.10944,0.0,6.128550075
20230101 090000,B_390,20.62780269,0.16684,0.0,6.128550075
20230101 120000,B_390,21.82361734,0.22878,0.0,6.128550075
20230101 130000,B_390,24.96263079,0.24233,0.0,6.128550075
20230101 150000,B_390,23.61733931,0.32524,0.0,6.128550075
20230101 160000,B_390,23.01943199,0.31989,0.0,6.128550075
20230101 170000,B_390,23.46786248,0.26995,0.0,6.128550075
20230101 180000,B_390,23.46786248,0.31697,0.0,6.128550075
20230101 190000,B_390,23.16890882,0.31154,0.0,6.128550075
20230101 200000,B_390,23.31838565,0.28762,0.0,6.128550075
20230101 210000,B_390,21.82361734,0.30166,0.0,6.128550075
20230101 220000,B_390,21.22571001,0.23317,0.0,6.128550075
20230101 230000,B_390,20.32884903,0.22401,0.0,6.128550075
20230102 000000,B_390,18.23617339,0.15207,0.0,6.128550075
20230102 010000,B_390,11.36023916,0.10146,0.0,6.128550075
20230102 020000,B_390,10.76233184,0.00935,1.975555556,6.128550075
20230102 040000,B_390,10.76233184,0.00865,2.0,6.128550075
20230102 050000,B_390,10.76233184,0.00867,1.999722222,6.128550075
20230102 070000,B_390,19.13303438,0.07358,0.002222222,6.128550075
20230102 080000,B_390,20.32884903,0.14153,0.0,6.128550075
20230102 090000,B_390,20.1793722,0.17703,0.0,6.128550075
20230102 100000,B_390,20.32884903,0.16989,0.0,6.128550075
20230102 110000,B_390,20.77727952,0.15415,0.0,6.128550075
20230102 120000,B_390,22.57100149,0.18173,0.0,6.128550075
20230102 130000,B_390,22.57100149,0.25019,0.0,6.128550075
20230102 150000,B_390,22.122571,0.22553,0.0,6.128550075
20230102 160000,B_390,23.46786248,0.2382,0.0,6.128550075
20230102 190000,B_390,23.91629297,0.32188,0.0,6.128550075
20230102 200000,B_390,24.81315396,0.31032,0.0,6.128550075
20230102 210000,B_390,23.91629297,0.39501,0.0,6.128550075
20230102 220000,B_390,22.27204783,0.32346,0.0,6.128550075
20230102 230000,B_390,21.22571001,0.26698,0.0,6.128550075
20230103 000000,B_390,18.83408072,0.21316,0.0,6.128550075
20230103 010000,B_390,11.65919283,0.11033,0.0,6.128550075
20230103 020000,B_390,10.76233184,0.01187,1.895833333,6.128550075
20230103 030000,B_390,10.76233184,0.0088,2.0,6.128550075
20230103 040000,B_390,10.91180867,0.0087,2.0,6.128550075
20230103 070000,B_390,18.68460389,0.06183,0.002777778,6.128550075
20230103 080000,B_390,19.43198804,0.1199,0.0,6.128550075
20230103 090000,B_390,20.77727952,0.16186,0.0,6.128550075
20230103 100000,B_390,22.122571,0.20207,0.0,6.128550075
20230103 110000,B_390,22.72047833,0.24429,0.0,6.128550075
20230103 120000,B_390,23.46786248,0.27298,0.0,6.128550075
20230103 130000,B_390,24.81315396,0.32203,0.0,6.128550075
20230103 140000,B_390,25.56053812,0.38013,0.0,6.128550075
20230103 160000,B_390,25.26158445,0.38491,0.0,6.128550075
20230103 170000,B_390,23.16890882,0.38357,0.0,6.128550075
20230103 180000,B_390,24.36472347,0.297,0.0,6.128550075
20230103 210000,B_390,23.31838565,0.30627,0.0,6.128550075
20230103 220000,B_390,22.86995516,0.30979,0.0,6.128550075
20230103 230000,B_390,20.47832586,0.28097,0.0,6.128550075
20230104 000000,B_390,19.28251121,0.19431,0.0,6.128550075
20230104 010000,B_390,12.10762332,0.13428,0.0,6.128550075
20230104 020000,B_390,10.91180867,0.01931,1.858333334,6.128550075
20230104 060000,B_390,16.89088191,0.0087,2.0,6.128550075
20230104 070000,B_390,18.08669656,0.06781,0.001944445,6.128550075
20230104 080000,B_390,19.13303438,0.08863,0.0,6.128550075
20230104 090000,B_390,21.07623318,0.1914,0.0,6.128550075
20230104 100000,B_390,22.42152466,0.17823,0.0,6.128550075
20230104 110000,B_390,21.82361734,0.27586,0.0,6.128550075
20230104 120000,B_390,22.27204783,0.22101,0.0,6.128550075
20230104 130000,B_390,23.91629297,0.24051,0.0,6.128550075
20230104 160000,B_390,23.76681614,0.35293,0.0,6.128550075
20230104 170000,B_390,24.06576981,0.32436,0.0,6.128550075
20230104 190000,B_390,22.57100149,0.34202,0.0,6.128550075
20230104 200000,B_390,22.27204783,0.26307,0.0,6.128550075
20230104 210000,B_390,24.21524664,0.25585,0.0,6.128550075
20230104 220000,B_390,20.92675635,0.35332,0.0,6.128550075
20230104 230000,B_390,20.1793722,0.19299,0.0,6.128550075
20230105 010000,B_390,11.80866966,0.12031,0.0,6.128550075
20230105 020000,B_390,10.76233184,0.01534,1.8475000000000001,6.128550075
20230105 030000,B_390,10.76233184,0.00873,2.0,6.128550075
20230105 040000,B_390,10.61285501,0.00862,2.0,6.128550075
20230105 070000,B_390,19.13303438,0.0636,0.0024999999999999996,6.128550075
20230105 100000,B_390,20.92675635,0.15902,0.0,6.128550075
20230105 110000,B_390,21.82361734,0.19567,0.0,6.128550075
20230105 120000,B_390,22.122571,0.21903,0.0,6.128550075
20230105 130000,B_390,23.31838565,0.2523,0.0,6.128550075
20230105 150000,B_390,22.57100149,0.2461,0.0,6.128550075
20230105 200000,B_390,22.57100149,0.24463,0.0,6.128550075
20230105 210000,B_390,22.27204783,0.27048,0.0,6.128550075
20230105 220000,B_390,22.57100149,0.24527,0.0,6.128550075
20230106 000000,B_390,18.08669656,0.1919,0.0,6.128550075
20230106 030000,B_390,10.91180867,0.00875,2.0,6.128550075
20230106 080000,B_390,22.122571,0.13527,0.0,6.128550075
20230106 110000,B_390,21.37518685,0.19533,0.0,6.128550075
20230106 120000,B_390,22.72047833,0.196,0.0,6.128550075
20230106 130000,B_390,21.67414051,0.26774,0.0,6.128550075
20230106 140000,B_390,23.91629297,0.21172,0.0,6.128550075
20230106 150000,B_390,22.27204783,0.33361,0.0,6.128550075
20230106 160000,B_390,22.42152466,0.2365,0.0,6.128550075
20230106 170000,B_390,23.46786248,0.25256,0.0,6.128550075
20230106 190000,B_390,23.16890882,0.3273,0.0,6.128550075
20230106 200000,B_390,23.46786248,0.31328,0.0,6.128550075
20230106 210000,B_390,23.01943199,0.31456,0.0,6.128550075
20230106 230000,B_390,21.37518685,0.25237,0.0,6.128550075
20230107 050000,B_390,10.76233184,0.0085,2.0,6.128550075
20230107 140000,B_390,22.86995516,0.2478,0.0,6.128550075
20230107 200000,B_390,23.91629297,0.43395,0.0,6.128550075
20230101 020000,B_391,28.55007474,0.053695652,0.0,6.427503737
20230101 030000,B_391,28.40059791,0.041413043,0.0,6.427503737
20230101 050000,B_391,28.55007474,0.042652174,0.0,6.427503737
20230101 070000,B_391,28.8490284,0.056630435,0.0,6.427503737
20230101 080000,B_391,29.59641256,0.071717391,0.0,6.427503737
20230101 090000,B_391,29.74588939,0.101065217,0.0,6.427503737
20230101 110000,B_391,29.89536622,0.086217391,0.0,6.427503737
20230101 120000,B_391,30.04484305,0.126304348,0.0,6.427503737
20230101 130000,B_391,31.2406577,0.141521739,0.0,6.427503737
20230101 140000,B_391,30.94170404,0.212326087,0.0,6.427503737
20230101 150000,B_391,31.2406577,0.218173913,0.0,6.427503737
20230101 160000,B_391,31.2406577,0.199304348,0.0,6.427503737
20230101 180000,B_391,31.98804185,0.236695652,0.0,6.427503737
20230101 190000,B_391,31.68908819,0.260630435,0.0,6.427503737
20230101 200000,B_391,30.7922272,0.249347826,0.0,6.427503737
20230101 210000,B_391,30.94170404,0.173478261,0.0,6.427503737
20230101 220000,B_391,30.34379671,0.210369565,0.0,6.427503737
20230101 230000,B_391,29.44693572,0.152391304,0.0,6.427503737
20230102 000000,B_391,30.04484305,0.095369565,0.0,6.427503737
20230102 010000,B_391,29.74588939,0.116021739,0.0,6.427503737
20230102 020000,B_391,30.19431988,0.116956522,0.0,6.427503737
20230102 040000,B_391,28.25112108,0.051456522,0.0,6.427503737
20230102 050000,B_391,28.69955157,0.027282609,0.0,6.427503737
20230102 060000,B_391,28.8490284,0.046956522,0.0,6.427503737
20230102 070000,B_391,29.29745889,0.052804348,0.0,6.427503737
20230102 080000,B_391,29.74588939,0.088565217,0.0,6.427503737
20230102 090000,B_391,30.04484305,0.113869565,0.0,6.427503737
20230102 100000,B_391,29.74588939,0.129913043,0.0,6.427503737
20230102 110000,B_391,29.89536622,0.103391304,0.0,6.427503737
20230102 130000,B_391,31.53961136,0.219978261,0.0,6.427503737
20230102 140000,B_391,30.7922272,0.228282609,0.0,6.427503737
20230102 150000,B_391,31.39013453,0.188434783,0.0,6.427503737
20230102 160000,B_391,31.53961136,0.212826087,0.0,6.427503737
20230102 170000,B_391,31.2406577,0.233478261,0.0,6.427503737
20230102 190000,B_391,31.09118087,0.225826087,0.0,6.427503737
20230102 210000,B_391,30.94170404,0.22176087,0.0,6.427503737
20230102 230000,B_391,29.74588939,0.160369565,0.0,6.427503737
20230103 000000,B_391,29.44693572,0.107086957,0.0,6.427503737
20230103 020000,B_391,29.14798206,0.057608696,0.0,6.427503737
20230103 030000,B_391,28.55007474,0.095413043,0.0,6.427503737
20230103 050000,B_391,28.69955157,0.037391304,0.0,6.427503737
20230103 060000,B_391,28.8490284,0.046847826,0.0,6.427503737
20230103 070000,B_391,29.29745889,0.054391304,0.0,6.427503737
20230103 090000,B_391,29.89536622,0.109304348,0.0,6.427503737
20230103 110000,B_391,31.83856502,0.162826087,0.0,6.427503737
20230103 120000,B_391,32.13751868,0.261391304,0.0,6.427503737
20230103 130000,B_391,31.83856502,0.284717391,0.0,6.427503737
20230103 140000,B_391,34.23019432,0.270043478,0.0,6.427503737
20230103 150000,B_391,31.83856502,0.400913043,0.0,6.427503737
20230103 170000,B_391,30.94170404,0.248086957,0.0,6.427503737
20230103 180000,B_391,31.39013453,0.197021739,0.0,6.427503737
20230103 190000,B_391,31.09118087,0.21623913,0.0,6.427503737
20230103 200000,B_391,31.2406577,0.216565217,0.0,6.427503737
20230103 210000,B_391,31.39013453,0.218369565,0.0,6.427503737
20230103 220000,B_391,30.94170404,0.236608696,0.0,6.427503737
20230103 230000,B_391,30.04484305,0.194,0.0,6.427503737
20230104 000000,B_391,29.89536622,0.165086957,0.0,6.427503737
20230104 010000,B_391,29.74588939,0.121391304,0.0,6.427503737
20230104 020000,B_391,28.99850523,0.121413043,0.0,6.427503737
20230104 050000,B_391,28.40059791,0.05826087,0.0,6.427503737
20230104 070000,B_391,28.69955157,0.037717391,0.0,6.427503737
20230104 080000,B_391,29.14798206,0.055391304,0.0,6.427503737
20230104 090000,B_391,29.89536622,0.081021739,0.0,6.427503737
20230104 100000,B_391,30.49327354,0.132086957,0.0,6.427503737
20230104 110000,B_391,30.49327354,0.152,0.0,6.427503737
20230104 120000,B_391,31.2406577,0.15526087,0.0,6.427503737
20230104 130000,B_391,31.98804185,0.22,0.0,6.427503737
20230104 140000,B_391,33.03437967,0.306978261,0.0,6.427503737
20230104 150000,B_391,31.98804185,0.340630435,0.0,6.427503737
20230104 160000,B_391,32.43647235,0.25723913,0.0,6.427503737
20230104 170000,B_391,32.13751868,0.315630435,0.0,6.427503737
20230104 190000,B_391,31.68908819,0.281369565,0.0,6.427503737
20230104 210000,B_391,32.58594918,0.183108696,0.0,6.427503737
20230104 220000,B_391,31.53961136,0.317826087,0.0,6.427503737
20230105 030000,B_391,28.40059791,0.031869565,0.0,6.427503737
20230105 040000,B_391,28.69955157,0.048043478,0.0,6.427503737
20230105 060000,B_391,28.55007474,0.050217391,0.0,6.427503737
20230105 070000,B_391,29.29745889,0.046586957,0.0,6.427503737
20230105 080000,B_391,30.04484305,0.08,0.0,6.427503737
20230105 100000,B_391,29.74588939,0.0955,0.0,6.427503737
20230105 120000,B_391,30.64275037,0.167173913,0.0,6.427503737
20230105 130000,B_391,31.39013453,0.165217391,0.0,6.427503737
20230105 140000,B_391,31.2406577,0.20673913,0.0,6.427503737
20230105 150000,B_391,31.09118087,0.211347826,0.0,6.427503737
20230105 170000,B_391,30.64275037,0.203521739,0.0,6.427503737
20230105 180000,B_391,31.53961136,0.186521739,0.0,6.427503737
20230105 210000,B_391,30.64275037,0.203217391,0.0,6.427503737
20230105 220000,B_391,30.49327354,0.177043478,0.0,6.427503737
20230106 010000,B_391,28.69955157,0.073891304,0.0,6.427503737
20230106 020000,B_391,28.69955157,0.041304348,0.0,6.427503737
20230106 030000,B_391,28.55007474,0.050065217,0.0,6.427503737
20230106 040000,B_391,28.69955157,0.036934783,0.0,6.427503737
20230106 060000,B_391,28.69955157,0.069326087,0.0,6.427503737
20230106 070000,B_391,29.14798206,0.049543478,0.0,6.427503737
20230106 080000,B_391,29.89536622,0.083195652,0.0,6.427503737
20230106 090000,B_391,30.04484305,0.128369565,0.0,6.427503737
20230106 100000,B_391,29.59641256,0.119847826,0.0,6.427503737
20230106 110000,B_391,30.19431988,0.106826087,0.0,6.427503737
20230106 120000,B_391,30.94170404,0.145826087,0.0,6.427503737
20230106 130000,B_391,31.68908819,0.185608696,0.0,6.427503737
20230106 140000,B_391,30.49327354,0.238478261,0.0,6.427503737
20230106 150000,B_391,31.09118087,0.178565217,0.0,6.427503737
20230106 160000,B_391,30.94170404,0.193913043,0.0,6.427503737
20230106 170000,B_391,31.98804185,0.179413043,0.0,6.427503737
20230106 180000,B_391,31.98804185,0.271043478,0.0,6.427503737
20230106 190000,B_391,31.39013453,0.260586957,0.0,6.427503737
20230106 200000,B_391,31.98804185,0.211304348,0.0,6.427503737
20230106 210000,B_391,30.64275037,0.298369565,0.0,6.427503737
20230106 220000,B_391,30.04484305,0.165456522,0.0,6.427503737
20230106 230000,B_391,29.89536622,0.147804348,0.0,6.427503737
20230107 030000,B_391,28.40059791,0.028913043,0.0,6.427503737
20230107 140000,B_391,30.19431988,0.155586957,0.0,6.427503737
20230107 200000,B_391,30.19431988,0.204608696,0.0,6.427503737
20230101 010000,B_392,69.05829596,0.6337,0.0,7.1017189835
20230101 020000,B_392,63.97608371,0.54779,0.0,7.1017189835
20230101 030000,B_392,52.91479821,0.34761,0.0,7.1017189835
20230101 050000,B_392,53.51270553,0.27744,0.0,7.1017189835
20230101 060000,B_392,55.754858,0.19199,0.0,7.1017189835
20230101 070000,B_392,62.63079223,0.23411,0.0,7.1017189835
20230101 080000,B_392,71.89835575,0.38069,0.0,7.1017189835
20230101 100000,B_392,75.93423019,0.52947,0.0,7.1017189835
20230101 110000,B_392,84.90284006,0.65199,0.0,7.1017189835
20230101 120000,B_392,89.08819133,0.86233,0.0,7.1017189835
20230101 140000,B_392,91.18086697,0.93669,0.0,7.1017189835
20230101 160000,B_392,92.07772795,0.9637,0.0,7.1017189835
20230101 180000,B_392,92.52615845,0.91367,0.0,7.1017189835
20230101 190000,B_392,94.02092676,0.97821,0.0,7.1017189835
20230101 200000,B_392,93.42301943,0.97909,0.0,7.1017189835
20230101 210000,B_392,93.12406577,0.97517,0.0,7.1017189835
20230101 220000,B_392,94.17040359,0.95444,0.0,7.1017189835
20230101 230000,B_392,84.90284006,0.91134,0.0,7.1017189835
20230102 000000,B_392,75.78475336,0.4668115385,0.0,7.1017189835
20230102 010000,B_392,69.80568012,0.3438515385,0.0,7.1017189835
20230102 020000,B_392,58.14648729,0.279535769,0.0,7.1017189835
20230102 030000,B_392,52.46636771,0.16077192299999998,0.0,7.1017189835
20230102 040000,B_392,52.61584454,0.10953384599999999,0.0,7.1017189835
20230102 050000,B_392,52.16741405,0.11226653850000001,0.0,7.1017189835
20230102 060000,B_392,54.70852018,0.1151676925,0.0,7.1017189835
20230102 070000,B_392,68.31091181,0.141388077,0.0,7.1017189835
20230102 090000,B_392,74.43946188,0.29729076899999995,0.0,7.1017189835
20230102 100000,B_392,77.57847534,0.3637753845,0.0,7.1017189835
20230102 120000,B_392,88.19133034,0.484385,0.0,7.1017189835
20230102 140000,B_392,89.53662182,0.5252626925,0.0,7.1017189835
20230102 160000,B_392,90.58295964,0.566096923,0.0,7.1017189835
20230102 170000,B_392,92.22720478,0.5637826925,0.0,7.1017189835
20230102 180000,B_392,93.42301943,0.5696115385,0.0,7.1017189835
20230102 190000,B_392,96.41255605,0.619255,0.0,7.1017189835
20230102 210000,B_392,94.76831091,0.61473,0.0,7.1017189835
20230102 220000,B_392,89.53662182,0.546296923,0.0,7.1017189835
20230103 000000,B_392,73.0941704,0.82318,0.0,7.1017189835
20230103 010000,B_392,66.367713,0.56033,0.0,7.1017189835
20230103 020000,B_392,64.4245142,0.46561,0.0,7.1017189835
20230103 030000,B_392,53.51270553,0.36833,0.0,7.1017189835
20230103 040000,B_392,51.27055306,0.17209,0.0,7.1017189835
20230103 050000,B_392,50.52316891,0.13876,0.0,7.1017189835
20230103 070000,B_392,58.44544096,0.20399,0.0,7.1017189835
20230103 080000,B_392,67.11509716,0.27883,0.0,7.1017189835
20230103 090000,B_392,75.63527653,0.47204,0.0,7.1017189835
20230103 100000,B_392,83.85650224,0.63969,0.0,7.1017189835
20230103 120000,B_392,91.62929746,0.9121,0.0,7.1017189835
20230103 130000,B_392,93.72197309,0.94768,0.0,7.1017189835
20230103 140000,B_392,94.76831091,0.97257,0.0,7.1017189835
20230103 150000,B_392,93.72197309,0.96697,0.0,7.1017189835
20230103 160000,B_392,93.87144993,0.97975,0.0,7.1017189835
20230103 170000,B_392,92.82511211,0.97894,0.0,7.1017189835
20230103 180000,B_392,95.21674141,0.97188,0.0,7.1017189835
20230103 190000,B_392,95.81464873,0.98296,0.0,7.1017189835
20230103 200000,B_392,100.0,0.98475,0.0,7.1017189835
20230103 210000,B_392,100.0,0.98362,0.0,7.1017189835
20230103 220000,B_392,91.47982063,0.96209,0.0,7.1017189835
20230103 230000,B_392,86.09865471,0.91874,0.0,7.1017189835
20230104 010000,B_392,62.63079223,0.57772,0.0,7.1017189835
20230104 020000,B_392,56.05381166,0.33513,0.0,7.1017189835
20230104 050000,B_392,52.16741405,0.07814,0.0,7.1017189835
20230104 070000,B_392,58.44544096,0.19689,0.0,7.1017189835
20230104 080000,B_392,65.32137519,0.27534,0.0,7.1017189835
20230104 110000,B_392,89.38714499,0.80355,0.0,7.1017189835
20230104 120000,B_392,91.92825112,0.90489,0.0,7.1017189835
20230104 130000,B_392,95.06726457,0.94463,0.0,7.1017189835
20230104 140000,B_392,96.56203288,0.96432,0.0,7.1017189835
20230104 150000,B_392,98.35575486,0.97735,0.0,7.1017189835
20230104 160000,B_392,97.30941704,0.98029,0.0,7.1017189835
20230104 170000,B_392,97.01046338,0.98336,0.0,7.1017189835
20230104 190000,B_392,96.71150972,0.97728,0.0,7.1017189835
20230104 200000,B_392,97.30941704,0.98383,0.0,7.1017189835
20230104 210000,B_392,92.67563528,0.96916,0.0,7.1017189835
20230104 220000,B_392,88.19133034,0.92624,0.0,7.1017189835
20230104 230000,B_392,82.2122571,0.86655,0.0,7.1017189835
20230105 010000,B_392,62.4813154,0.50387,0.0,7.1017189835
20230105 030000,B_392,56.35276532,0.21609,0.0,7.1017189835
20230105 040000,B_392,55.15695067,0.22131,0.0,7.1017189835
20230105 060000,B_392,53.66218236,0.20442,0.0,7.1017189835
20230105 080000,B_392,68.90881913,0.31936,0.0,7.1017189835
20230105 100000,B_392,77.877429,0.6566,0.0,7.1017189835
20230105 110000,B_392,87.29446936,0.70496,0.0,7.1017189835
20230105 130000,B_392,90.43348281,0.76416,0.0,7.1017189835
20230105 150000,B_392,87.59342302,0.94982,0.0,7.1017189835
20230105 170000,B_392,93.42301943,0.91044,0.0,7.1017189835
20230105 180000,B_392,94.17040359,0.92448,0.0,7.1017189835
20230105 230000,B_392,80.86696562,0.86558,0.0,7.1017189835
20230106 000000,B_392,66.8161435,0.70507,0.0,7.1017189835
20230106 010000,B_392,60.23916293,0.37709,0.0,7.1017189835
20230106 020000,B_392,61.13602392,0.33099,0.0,7.1017189835
20230106 040000,B_392,57.10014948,0.27129,0.0,7.1017189835
20230106 060000,B_392,55.45590433,0.26467,0.0,7.1017189835
20230106 070000,B_392,60.23916293,0.2212,0.0,7.1017189835
20230106 080000,B_392,69.65620329,0.2979,0.0,7.1017189835
20230106 090000,B_392,72.94469357,0.50287,0.0,7.1017189835
20230106 100000,B_392,76.23318386,0.58728,0.0,7.1017189835
20230106 110000,B_392,79.8206278,0.63363,0.0,7.1017189835
20230106 120000,B_392,86.09865471,0.72833,0.0,7.1017189835
20230106 130000,B_392,89.38714499,0.85166,0.0,7.1017189835
20230106 140000,B_392,89.38714499,0.91251,0.0,7.1017189835
20230106 150000,B_392,87.29446936,0.88331,0.0,7.1017189835
20230106 160000,B_392,88.9387145,0.86124,0.0,7.1017189835
20230106 170000,B_392,91.77877429,0.89113,0.0,7.1017189835
20230106 180000,B_392,91.77877429,0.96147,0.0,7.1017189835
20230106 190000,B_392,95.51569507,0.96308,0.0,7.1017189835
20230106 200000,B_392,93.57249626,0.9657,0.0,7.1017189835
20230106 210000,B_392,94.02092676,0.95301,0.0,7.1017189835
20230107 030000,B_392,55.00747384,0.3112,0.0,7.1017189835
20230107 050000,B_392,54.40956652,0.20182,0.0,7.1017189835
20230107 140000,B_392,85.94917788,0.89463,0.0,7.1017189835
20230101 010000,B_393,32.43647235,0.522223404,0.0,6.87593423
20230101 020000,B_393,30.34379671,0.245829787,0.0,6.87593423
20230101 030000,B_393,29.74588939,0.190861702,0.0,6.87593423
20230101 050000,B_393,30.19431988,0.181234043,0.0,6.87593423
20230101 060000,B_393,30.19431988,0.180159574,0.0,6.87593423
20230101 080000,B_393,38.26606876,0.552904255,0.0,6.87593423
20230101 090000,B_393,37.9671151,0.451648936,0.0,6.87593423
20230101 100000,B_393,38.56502242,0.45406383,0.0,6.87593423
20230101 120000,B_393,41.55455904,0.572904255,0.0,6.87593423
20230101 140000,B_393,40.65769806,0.524202128,0.0,6.87593423
20230101 170000,B_393,43.19880419,0.613574468,0.0,6.87593423
20230101 180000,B_393,45.44095665,0.615585106,0.0,6.87593423
20230101 190000,B_393,39.76083707,0.712404255,0.0,6.87593423
20230101 200000,B_393,39.31240658,0.466319149,0.0,6.87593423
20230101 210000,B_393,42.45142003,0.476829787,0.0,6.87593423
20230101 220000,B_393,44.84304933,0.599138298,0.0,6.87593423
20230101 230000,B_393,43.34828102,0.67912766,0.0,6.87593423
20230102 000000,B_393,40.95665172,0.629712766,0.0,6.87593423
20230102 010000,B_393,37.9671151,0.545840426,0.0,6.87593423
20230102 020000,B_393,32.13751868,0.443521277,0.0,6.87593423
20230102 030000,B_393,30.49327354,0.230021277,0.0,6.87593423
20230102 060000,B_393,32.28699552,0.131829787,0.0,6.87593423
20230102 080000,B_393,40.50822123,0.51006383,0.0,6.87593423
20230102 090000,B_393,39.76083707,0.533829787,0.0,6.87593423
20230102 100000,B_393,38.41554559,0.498595745,0.0,6.87593423
20230102 110000,B_393,40.50822123,0.450595745,0.0,6.87593423
20230102 120000,B_393,41.85351271,0.540723404,0.0,6.87593423
20230102 130000,B_393,39.31240658,0.560861702,0.0,6.87593423
20230102 150000,B_393,42.45142003,0.520691489,0.0,6.87593423
20230102 170000,B_393,43.04932735,0.615159574,0.0,6.87593423
20230102 180000,B_393,43.04932735,0.630106383,0.0,6.87593423
20230102 190000,B_393,42.3019432,0.620265957,0.0,6.87593423
20230102 200000,B_393,41.85351271,0.570670213,0.0,6.87593423
20230102 210000,B_393,46.93572496,0.578744681,0.0,6.87593423
20230102 220000,B_393,46.78624813,0.788787234,0.0,6.87593423
20230102 230000,B_393,44.99252616,0.779691489,0.0,6.87593423
20230103 020000,B_393,40.20926756,0.623393617,0.0,6.87593423
20230103 030000,B_393,35.72496263,0.54743617,0.0,6.87593423
20230103 040000,B_393,28.40059791,0.354638298,0.0,6.87593423
20230103 050000,B_393,29.59641256,0.121340426,0.0,6.87593423
20230103 060000,B_393,30.34379671,0.176159574,0.0,6.87593423
20230103 070000,B_393,31.39013453,0.175893617,0.0,6.87593423
20230103 080000,B_393,34.08071749,0.2335,0.0,6.87593423
20230103 090000,B_393,35.5754858,0.308819149,0.0,6.87593423
20230103 100000,B_393,37.5186846,0.378031915,0.0,6.87593423
20230103 110000,B_393,40.80717489,0.438191489,0.0,6.87593423
20230103 130000,B_393,39.01345291,0.614223404,0.0,6.87593423
20230103 140000,B_393,39.01345291,0.464053191,0.0,6.87593423
20230103 150000,B_393,40.05979073,0.484744681,0.0,6.87593423
20230103 160000,B_393,37.36920777,0.506840426,0.0,6.87593423
20230103 170000,B_393,39.61136024,0.398723404,0.0,6.87593423
20230103 180000,B_393,39.46188341,0.488904255,0.0,6.87593423
20230103 190000,B_393,43.94618834,0.488680851,0.0,6.87593423
20230103 210000,B_393,42.89985052,0.471287234,0.0,6.87593423
20230103 220000,B_393,44.6935725,0.662531915,0.0,6.87593423
20230103 230000,B_393,43.94618834,0.697106383,0.0,6.87593423
20230104 010000,B_393,40.80717489,0.821106383,0.0,6.87593423
20230104 030000,B_393,30.64275037,0.360308511,0.0,6.87593423
20230104 040000,B_393,31.2406577,0.177042553,0.0,6.87593423
20230104 050000,B_393,29.14798206,0.226010638,0.0,6.87593423
20230104 070000,B_393,29.44693572,0.088308511,0.0,6.87593423
20230104 080000,B_393,33.03437967,0.146797872,0.0,6.87593423
20230104 090000,B_393,33.93124066,0.275319149,0.0,6.87593423
20230104 100000,B_393,40.65769806,0.316542553,0.0,6.87593423
20230104 110000,B_393,40.35874439,0.544180851,0.0,6.87593423
20230104 120000,B_393,41.55455904,0.535170213,0.0,6.87593423
20230104 130000,B_393,39.16292975,0.56443617,0.0,6.87593423
20230104 140000,B_393,40.65769806,0.476723404,0.0,6.87593423
20230104 150000,B_393,45.14200299,0.525223404,0.0,6.87593423
20230104 160000,B_393,44.99252616,0.712606383,0.0,6.87593423
20230104 170000,B_393,45.59043348,0.717861702,0.0,6.87593423
20230104 180000,B_393,45.88938714,0.723755319,0.0,6.87593423
20230104 190000,B_393,44.99252616,0.739638298,0.0,6.87593423
20230104 200000,B_393,44.84304933,0.707765957,0.0,6.87593423
20230104 210000,B_393,47.08520179,0.712702128,0.0,6.87593423
20230105 010000,B_393,37.66816143,0.386117021,0.0,6.87593423
20230105 020000,B_393,32.28699552,0.412606383,0.0,6.87593423
20230105 030000,B_393,31.2406577,0.234351064,0.0,6.87593423
20230105 040000,B_393,30.64275037,0.187968085,0.0,6.87593423
20230105 050000,B_393,30.34379671,0.168010638,0.0,6.87593423
20230105 060000,B_393,30.94170404,0.161691489,0.0,6.87593423
20230105 080000,B_393,40.50822123,0.600542553,0.0,6.87593423
20230105 090000,B_393,42.45142003,0.533723404,0.0,6.87593423
20230105 110000,B_393,44.245142,0.463904255,0.0,6.87593423
20230105 120000,B_393,39.76083707,0.656010638,0.0,6.87593423
20230105 130000,B_393,38.56502242,0.488893617,0.0,6.87593423
20230105 150000,B_393,41.10612855,0.776468085,0.0,6.87593423
20230105 190000,B_393,42.15246637,0.621446809,0.0,6.87593423
20230105 200000,B_393,41.85351271,0.588606383,0.0,6.87593423
20230105 210000,B_393,49.0284006,0.56306383,0.0,6.87593423
20230105 220000,B_393,45.59043348,0.843010638,0.0,6.87593423
20230106 000000,B_393,42.15246637,0.587542553,0.0,6.87593423
